1, 0, 610, 130, 114, 77
1, 1, 901, 126, 51, 38
1, 2, 919, 118, 50, 51
1, 3, 616, 107, 87, 73
1, 4, 1213, 128, 78, 96
1, 5, 944, 118, 63, 53
1, 6, 973, 111, 78, 69
1, 7, 1395, 457, 245, 192
2, 0, 656, 159, 20, 20
2, 1, 916, 135, 20, 20
2, 2, 934, 133, 20, 20
2, 3, 649, 133, 20, 20
2, 4, 1244, 164, 20, 20
2, 5, 964, 134, 20, 20
2, 6, 1004, 136, 20, 20
2, 7, 1507, 543, 20, 20
3, 0, 655, 159, 20, 20
3, 1, 917, 135, 20, 20
3, 2, 934, 133, 20, 20
3, 3, 649, 133, 20, 20
3, 4, 1244, 164, 20, 20
3, 5, 964, 134, 20, 20
3, 6, 1004, 136, 20, 20
3, 7, 1507, 543, 20, 20
4, 1, 917, 135, 20, 20
4, 0, 653, 158, 20, 20
4, 2, 934, 133, 20, 20
4, 3, 649, 133, 20, 20
4, 5, 965, 133, 20, 20
4, 4, 1244, 165, 20, 20
4, 6, 1004, 136, 20, 20
4, 7, 1507, 543, 20, 20
5, 0, 658, 158, 20, 20
5, 1, 917, 136, 20, 20
5, 2, 934, 133, 20, 20
5, 3, 649, 132, 20, 20
5, 5, 964, 133, 20, 20
5, 4, 1244, 164, 20, 20
5, 6, 1003, 136, 20, 20
5, 7, 1507, 542, 20, 20
6, 0, 658, 158, 20, 20
6, 1, 917, 136, 20, 20
6, 2, 934, 133, 20, 20
6, 3, 649, 132, 20, 20
6, 5, 965, 133, 20, 20
6, 4, 1244, 164, 20, 20
6, 6, 1004, 136, 20, 20
6, 7, 1507, 542, 20, 20
7, 0, 658, 158, 20, 20
7, 1, 917, 136, 20, 20
7, 2, 934, 133, 20, 20
7, 3, 649, 132, 20, 20
7, 5, 964, 133, 20, 20
7, 4, 1244, 164, 20, 20
7, 6, 1003, 136, 20, 20
7, 7, 1507, 542, 20, 20
8, 0, 659, 158, 20, 20
8, 1, 917, 135, 20, 20
8, 2, 934, 133, 20, 20
8, 3, 649, 132, 20, 20
8, 5, 965, 134, 20, 20
8, 4, 1244, 165, 20, 20
8, 6, 1004, 136, 20, 20
8, 7, 1507, 542, 20, 20
9, 0, 659, 158, 20, 20
9, 1, 917, 136, 20, 20
9, 2, 934, 135, 20, 20
9, 3, 649, 132, 20, 20
9, 5, 965, 133, 20, 20
9, 4, 1245, 165, 20, 20
9, 6, 1004, 136, 20, 20
9, 7, 1507, 542, 20, 20
10, 0, 659, 158, 20, 20
10, 1, 917, 136, 20, 20
10, 2, 934, 135, 20, 20
10, 3, 649, 132, 20, 20
10, 5, 965, 133, 20, 20
10, 4, 1243, 166, 20, 20
10, 6, 1004, 136, 20, 20
10, 7, 1507, 542, 20, 20
11, 1, 917, 135, 20, 20
11, 0, 659, 158, 20, 20
11, 2, 934, 134, 20, 20
11, 3, 649, 132, 20, 20
11, 5, 965, 133, 20, 20
11, 4, 1242, 166, 20, 20
11, 6, 1004, 136, 20, 20
11, 7, 1507, 542, 20, 20
12, 1, 917, 135, 20, 20
12, 0, 659, 158, 20, 20
12, 2, 934, 134, 20, 20
12, 3, 649, 132, 20, 20
12, 5, 965, 133, 20, 20
12, 4, 1242, 166, 20, 20
12, 6, 1004, 136, 20, 20
12, 7, 1507, 542, 20, 20
13, 1, 917, 135, 20, 20
13, 0, 659, 159, 20, 20
13, 2, 935, 134, 20, 20
13, 3, 649, 133, 20, 20
13, 5, 967, 133, 20, 20
13, 4, 1242, 166, 20, 20
13, 6, 1005, 136, 20, 20
13, 7, 1507, 542, 20, 20
14, 0, 659, 159, 20, 20
14, 1, 916, 136, 20, 20
14, 2, 935, 135, 20, 20
14, 3, 649, 133, 20, 20
14, 5, 965, 133, 20, 20
14, 4, 1242, 166, 20, 20
14, 6, 1005, 136, 20, 20
14, 7, 1507, 542, 20, 20
15, 0, 659, 158, 20, 20
15, 1, 916, 136, 20, 20
15, 2, 935, 135, 20, 20
15, 3, 649, 133, 20, 20
15, 5, 965, 133, 20, 20
15, 4, 1242, 166, 20, 20
15, 6, 1005, 136, 20, 20
15, 7, 1507, 542, 20, 20
16, 0, 659, 158, 20, 20
16, 1, 917, 136, 20, 20
16, 2, 935, 135, 20, 20
16, 3, 649, 133, 20, 20
16, 5, 965, 133, 20, 20
16, 4, 1242, 167, 20, 20
16, 6, 1005, 136, 20, 20
16, 7, 1508, 542, 20, 20
17, 0, 659, 158, 20, 20
17, 2, 935, 135, 20, 20
17, 1, 917, 135, 20, 20
17, 3, 649, 133, 20, 20
17, 5, 965, 133, 20, 20
17, 4, 1242, 166, 20, 20
17, 6, 1004, 136, 20, 20
17, 7, 1507, 542, 20, 20
18, 0, 659, 158, 20, 20
18, 2, 933, 133, 20, 20
18, 1, 915, 135, 20, 20
18, 3, 649, 133, 20, 20
18, 5, 964, 133, 20, 20
18, 4, 1242, 164, 20, 20
18, 6, 1004, 137, 20, 20
18, 7, 1507, 542, 20, 20
19, 0, 658, 158, 20, 20
19, 2, 933, 133, 20, 20
19, 1, 915, 135, 20, 20
19, 3, 649, 133, 20, 20
19, 5, 966, 134, 20, 20
19, 4, 1242, 166, 20, 20
19, 6, 1004, 136, 20, 20
19, 7, 1507, 542, 20, 20
20, 0, 657, 158, 20, 20
20, 2, 933, 133, 20, 20
20, 1, 915, 135, 20, 20
20, 3, 649, 133, 20, 20
20, 4, 1244, 165, 20, 20
20, 5, 966, 134, 20, 20
20, 6, 1004, 136, 20, 20
20, 7, 1507, 542, 20, 20
21, 0, 658, 158, 20, 20
21, 2, 933, 133, 20, 20
21, 1, 915, 135, 20, 20
21, 3, 649, 133, 20, 20
21, 5, 964, 134, 20, 20
21, 4, 1244, 165, 20, 20
21, 6, 1004, 136, 20, 20
21, 7, 1507, 542, 20, 20
22, 0, 658, 158, 20, 20
22, 2, 933, 133, 20, 20
22, 1, 915, 135, 20, 20
22, 3, 649, 133, 20, 20
22, 5, 964, 134, 20, 20
22, 4, 1244, 165, 20, 20
22, 6, 1003, 135, 20, 20
22, 7, 1507, 542, 20, 20
23, 0, 657, 158, 20, 20
23, 1, 915, 135, 20, 20
23, 2, 934, 133, 20, 20
23, 3, 649, 133, 20, 20
23, 5, 964, 134, 20, 20
23, 4, 1244, 165, 20, 20
23, 6, 1003, 135, 20, 20
23, 7, 1507, 542, 20, 20
24, 0, 653, 158, 20, 20
24, 1, 915, 135, 20, 20
24, 2, 934, 133, 20, 20
24, 3, 649, 133, 20, 20
24, 5, 964, 134, 20, 20
24, 4, 1242, 166, 20, 20
24, 6, 1003, 135, 20, 20
24, 7, 1507, 542, 20, 20
25, 0, 657, 158, 20, 20
25, 2, 934, 133, 20, 20
25, 1, 916, 135, 20, 20
25, 3, 649, 133, 20, 20
25, 5, 964, 134, 20, 20
25, 4, 1244, 165, 20, 20
25, 6, 1003, 135, 20, 20
25, 7, 1507, 542, 20, 20
26, 0, 657, 158, 20, 20
26, 2, 934, 133, 20, 20
26, 1, 916, 135, 20, 20
26, 3, 648, 133, 20, 20
26, 5, 964, 134, 20, 20
26, 4, 1244, 166, 20, 20
26, 6, 1003, 135, 20, 20
26, 7, 1507, 542, 20, 20
27, 0, 657, 158, 20, 20
27, 2, 933, 133, 20, 20
27, 1, 916, 135, 20, 20
27, 3, 648, 133, 20, 20
27, 5, 964, 134, 20, 20
27, 4, 1244, 165, 20, 20
27, 6, 1003, 135, 20, 20
27, 7, 1507, 542, 20, 20
28, 0, 657, 158, 20, 20
28, 2, 933, 133, 20, 20
28, 1, 916, 135, 20, 20
28, 3, 649, 133, 20, 20
28, 5, 964, 134, 20, 20
28, 4, 1244, 165, 20, 20
28, 6, 1003, 135, 20, 20
28, 7, 1507, 542, 20, 20
29, 0, 657, 158, 20, 20
29, 2, 933, 133, 20, 20
29, 1, 916, 135, 20, 20
29, 3, 649, 133, 20, 20
29, 5, 964, 134, 20, 20
29, 4, 1244, 166, 20, 20
29, 6, 1003, 135, 20, 20
29, 7, 1507, 542, 20, 20
30, 0, 657, 158, 20, 20
30, 2, 934, 133, 20, 20
30, 1, 916, 136, 20, 20
30, 5, 966, 134, 20, 20
30, 3, 649, 133, 20, 20
30, 4, 1244, 165, 20, 20
30, 6, 1003, 136, 20, 20
30, 7, 1507, 542, 20, 20
31, 2, 935, 135, 20, 20
31, 0, 654, 158, 20, 20
31, 1, 916, 136, 20, 20
31, 5, 966, 135, 20, 20
31, 3, 649, 133, 20, 20
31, 4, 1244, 166, 20, 20
31, 6, 1004, 136, 20, 20
31, 7, 1507, 542, 20, 20
